"","YEAR","Jan","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC"
"1",1951,12.4580689655172,10.425,24.4224827586207,10.1208275862069,5.30375862068966,133.66424137931,265.748896551724,398.154827586207,186.674551724138,16.1989310344828,12.2578965517241,0
"2",1952,2.04651724137931,14.8207931034483,21.3671034482759,2.54362068965517,10.5578275862069,194.890724137931,217.095965517241,347.379344827586,118.505137931034,8.46734482758621,2.1908275862069,3.80031034482759
"3",1953,34.0628275862069,15.2715517241379,0.496344827586207,3.70010344827586,1.97844827586207,141.639551724138,388.073517241379,322.074689655172,162.151482758621,2.43686206896552,0,4.47220689655172
"4",1954,17.8771379310345,18.502,5.21448275862069,1.08296551724138,3.56406896551724,77.8848965517242,303.429931034483,298.421827586207,207.868551724138,30.8486551724138,0.000758620689655172,0.177275862068966
"5",1955,32.6804827586207,16.9411034482759,2.53658620689655,3.52124137931034,2.99120689655172,119.405275862069,493.390172413793,256.553517241379,141.32124137931,114.587517241379,0.0243448275862069,1.63475862068966
"6",1956,24.7740689655172,12.6506551724138,10.7503793103448,2.74941379310345,8.63448275862069,193.225724137931,257.997689655172,310.168724137931,269.917827586207,124.304379310345,44.5663103448276,9.50720689655172
"7",1957,18.3270689655172,1.0118275862069,29.7946206896552,2.94320689655172,2.99420689655172,94.2685862068966,311.492931034483,305.490965517241,148.815068965517,5.07010344827586,1.34537931034483,6.95744827586207
"8",1958,20.6148965517241,4.89831034482759,29.5844137931034,3.18113793103448,0.762206896551724,87.0491379310345,252.925482758621,311.315482758621,153.933482758621,54.5530344827586,0.74051724137931,5.02331034482759
"9",1959,52.1380689655172,4.52044827586207,0.687827586206896,1.00086206896552,37.3432068965517,44.9196896551724,227.720896551724,348.344862068965,143.292724137931,136.391413793103,3.64562068965517,0
"10",1960,11.1224827586207,0.0257241379310345,12.2495862068966,2.05151724137931,2.34572413793103,58.6424482758621,375.912,473.414275862069,122.484068965517,65.1222068965517,0,1.24824137931034
"11",1961,27.4303103448276,18.0959310344828,0.0492068965517241,1.04168965517241,4.94672413793104,95.958724137931,278.303137931034,435.962931034483,191.251137931034,69.8431034482759,4.12689655172414,5.50706896551724
"12",1962,22.0293793103448,9.96958620689655,7.59368965517242,14.0642413793103,4.58162068965517,64.9985862068965,296.654862068966,326.401655172414,327.367172413793,1.31220689655172,1.38137931034483,5.51303448275862
"13",1963,16.0571379310345,6.3681724137931,17.475275862069,8.46662068965517,22.6168620689655,105.158655172414,444.996137931035,359.453517241379,221.768310344828,19.5796206896552,9.12037931034483,4.26896551724138
"14",1964,1.05641379310345,4.01189655172414,3.68106896551724,4.19837931034483,10.4394137931034,58.7610344827586,390.961448275862,292.073413793103,223.512862068965,11.5739655172414,1.31993103448276,2.086
"15",1965,2.90372413793103,4.11579310344828,17.0583793103448,19.8890689655172,3.84920689655172,23.3554827586207,249.791931034483,176.699586206897,120.128034482759,33.2163103448276,1.57462068965517,2.74662068965517
"16",1966,8.68103448275862,11.9624137931034,0.18848275862069,0.0344827586206897,5.08931034482759,198.819413793104,167.112793103448,209.300413793103,47.6590344827586,5.59879310344828,41.9578275862069,9.434
"17",1967,1.97924137931034,0.467310344827586,26.9658965517241,4.73244827586207,3.23027586206897,47.9134482758621,281.303620689655,543.106137931034,193.579517241379,3.434,0.964620689655173,30.967275862069
"18",1968,27.5784482758621,6.464,4.19768965517241,1.82468965517241,1.82886206896552,88.3981034482758,232.550620689655,165.935517241379,70.3839655172414,37.6096206896552,0.0547586206896552,5.40110344827586
"19",1969,7.55537931034483,6.49624137931034,1.3128275862069,3.49713793103448,30.1435517241379,47.6014827586207,477.016517241379,242.025206896552,183.945413793103,1.77093103448276,12.317275862069,0
"20",1970,29.2912413793103,40.6541379310345,2.67503448275862,0.543,38.4711724137931,134.084482758621,302.63675862069,268.444068965517,462.537793103448,40.1424482758621,0.127137931034483,0
"21",1971,13.4258965517241,11.01,3.93565517241379,20.4494137931034,46.0759655172414,232.914689655172,244.439034482759,410.840517241379,198.156206896552,106.910482758621,1.93451724137931,6.89655172413793e-05
"22",1972,17.9405172413793,30.9813103448276,1.95186206896552,4.32586206896552,2.80386206896552,22.1067931034483,155.048413793103,295.197068965517,185.224965517241,105.726793103448,16.9741724137931,0.862827586206897
"23",1973,16.1734482758621,5.41889655172414,2.11572413793103,0.801931034482759,5.66813793103448,66.7067931034483,364.700068965517,453.016,176.808275862069,101.175379310345,0.97348275862069,0.239862068965517
"24",1974,4.30175862068965,1.71103448275862,0.75051724137931,0.972931034482759,6.70627586206896,63.0562068965517,364.248896551724,208.546620689655,89.0681379310344,22.5073103448276,0.77748275862069,2.68975862068966
"25",1975,19.0265172413793,7.83068965517241,14.9575862068965,4.43010344827586,4.00831034482759,163.597137931034,328.749793103448,245.96575862069,197.222,36.9792068965517,0.127275862068966,0
"26",1976,23.601275862069,7.33289655172414,1.14013793103448,6.60741379310345,8.70551724137931,55.0617586206897,206.930034482759,205.975862068965,297.251103448276,1.78358620689655,3.82772413793103,0.0461379310344828
"27",1977,19.7304482758621,12.398724137931,0.603034482758621,10.9828965517241,17.4421034482759,104.385931034483,379.257586206896,208.258172413793,141.34875862069,68.3409310344828,4.50503448275862,9.61251724137931
"28",1978,20.3014137931035,40.3255517241379,22.8538965517241,5.21486206896552,2.11996551724138,152.667034482759,165.451896551724,263.764344827586,268.529482758621,31.7576551724138,0.982586206896552,7.017
"29",1979,21.7568275862069,13.2866206896552,1.89086206896552,5.74724137931035,6.15141379310345,111.376793103448,266.619724137931,166.950689655172,62.845,3.30658620689655,47.978724137931,4.478
"30",1980,1.69903448275862,4.44993103448276,7.40044827586207,1.0548275862069,3.5548275862069,199.497620689655,494.288517241379,529.706310344828,195.58675862069,15.7178965517241,0.45448275862069,17.9351724137931
